@relation AirQualityUCI-weka.filters.unsupervised.attribute.Remove-R5-weka.filters.unsupervised.attribute.Normalize-S1.0-T0.0-weka.filters.unsupervised.attribute.Normalize-S1.0-T0.0-weka.filters.unsupervised.attribute.Normalize-S1.0-T0.0

@attribute Date {1,2,3,4,5,6,7,8,9,10,11,12}
@attribute Time {0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23}
@attribute CO(GT) numeric
@attribute PT08S1(CO) numeric
@attribute C6H6(GT) numeric
@attribute PT08S2(NMHC) numeric
@attribute NOx(GT) numeric
@attribute PT08S3(NOx) numeric
@attribute NO2(GT) numeric
@attribute PT08S4(NO2) numeric
@attribute PT08S5(O3) numeric
@attribute T numeric
@attribute RH numeric
@attribute AH numeric

@data
3,18,0.398305,0.670495,0.325472,0.511196,0.188896,0.202033,0.440828,0.688849,0.516073,0.262366,0.691824,0.8065
3,19,0.576271,0.810481,0.429245,0.603495,0.257955,0.160949,0.502959,0.801259,0.644222,0.249462,0.755975,0.8319
3,20,0.508475,0.71285,0.375786,0.557619,0.23629,0.178314,0.482249,0.73741,0.622502,0.247312,0.737107,0.8133
3,21,0.322034,0.478105,0.199686,0.378482,0.161137,0.268954,0.39645,0.519784,0.462207,0.236559,0.689308,0.7419
3,22,0.118644,0.228284,0.072327,0.199891,0.062288,0.42482,0.245562,0.351619,0.260643,0.217204,0.681761,0.6905
3,23,0.076271,0.190955,0.039308,0.134353,0.030467,0.526472,0.150888,0.315198,0.143788,0.217204,0.649057,0.6657
3,0,0.135593,0.31084,0.091195,0.230475,0.081246,0.394748,0.281065,0.370504,0.258471,0.219355,0.620126,0.6438
3,1,0.152542,0.284996,0.099057,0.243583,0.088693,0.391783,0.319527,0.371853,0.265421,0.206452,0.63522,0.6308
3,2,0.110169,0.244795,0.062893,0.18296,0.054164,0.454892,0.263314,0.338579,0.204605,0.193548,0.661635,0.6276
3,3,0.059322,0.173726,0.028302,0.104315,?,0.57518,?,0.285971,0.126412,0.191398,0.667925,0.6261
3,4,?,0.132089,0.015723,0.067176,0.012864,0.665396,0.088757,0.26214,0.070808,0.172043,0.713208,0.6248
3,5,0.042373,0.143575,0.014151,0.064446,0.018957,0.666243,0.12426,0.271583,0.075152,0.176344,0.701887,0.6233
3,6,0.059322,0.201005,0.02673,0.102676,0.036561,0.577298,0.204142,0.302158,0.115552,0.187097,0.675472,0.6234
3,7,0.110169,0.318737,0.06761,0.189514,0.072444,0.45108,0.301775,0.364209,0.228931,0.178495,0.703145,0.6316
3,8,0.364407,0.674803,0.279874,0.465866,0.2065,0.243541,0.411243,0.606565,0.512163,0.197849,0.677987,0.6499
3,9,?,0.644652,0.345912,0.529765,?,0.188479,?,0.677608,0.593831,0.23871,0.591195,0.6561
3,10,0.254237,0.504666,0.218553,0.40142,0.125254,0.249894,0.35503,0.522032,0.441355,0.324731,0.408805,0.632
3,11,0.220339,0.442211,0.180818,0.357182,0.144888,0.274036,0.41716,0.470773,0.410947,0.348387,0.367296,0.6243
3,12,0.169492,0.401292,0.158805,0.329328,0.095464,0.301991,0.328402,0.443345,0.320591,0.363441,0.343396,0.6195
3,13,0.20339,0.434314,0.171384,0.345713,0.106974,0.290555,0.337278,0.468525,0.331017,0.387097,0.318239,0.6262
3,14,0.220339,0.45944,0.199686,0.379574,0.109005,0.265565,0.357988,0.498651,0.3649,0.391398,0.333333,0.656
3,15,0.237288,0.50682,0.221698,0.403605,0.127285,0.25413,0.366864,0.534622,0.398784,0.380645,0.349686,0.661
3,16,0.228814,0.475233,0.198113,0.376843,0.11916,0.267683,0.349112,0.497302,0.387055,0.382796,0.352201,0.6657
3,17,0.194915,0.450108,0.18239,0.359366,0.100203,0.289708,0.346154,0.476169,0.335795,0.404301,0.315723,0.6549
3,18,0.322034,0.619526,0.301887,0.488258,0.138118,0.207539,0.434911,0.611061,0.516507,0.365591,0.38239,0.6766
3,19,0.305085,0.630294,0.284591,0.471327,0.13541,0.211351,0.423077,0.582734,0.533015,0.350538,0.430189,0.7084
3,20,0.550847,0.858579,0.511006,0.670126,0.228842,0.127912,0.497041,0.826888,0.723719,0.31828,0.519497,0.7478
3,21,0.364407,0.682699,0.314465,0.500273,0.184157,0.182126,0.434911,0.625,0.610773,0.301075,0.554717,0.7536
3,22,0.288136,0.600861,0.22327,0.406335,0.169939,0.218975,0.405325,0.526978,0.551694,0.277419,0.627673,0.774
3,23,0.449153,0.739411,0.341195,0.525942,0.20176,0.177467,0.390533,0.679406,0.623805,0.249462,0.696855,0.7771
3,0,0.220339,0.454415,0.149371,0.317313,0.129316,0.271495,0.328402,0.446493,0.462207,0.245161,0.690566,0.7597
3,1,0.152542,0.394113,0.11478,0.267613,0.092756,0.317238,0.281065,0.410072,0.400956,0.236559,0.68805,0.7423
3,2,0.127119,0.385499,0.083333,0.217914,0.054841,0.361711,0.236686,0.366007,0.357081,0.230108,0.68805,0.7256
3,3,0.135593,0.376884,0.083333,0.21846,?,0.362982,?,0.372752,0.336664,0.208602,0.733333,0.7173
3,4,?,0.358938,0.095912,0.239214,0.072444,0.343075,0.239645,0.38714,0.334926,0.191398,0.778616,0.7158
3,5,0.076271,0.237617,0.039308,0.132168,0.040623,0.465057,0.186391,0.32509,0.259774,0.219355,0.684277,0.6982
3,6,0.09322,0.325197,0.044025,0.143637,0.034529,0.459127,0.171598,0.322392,0.266725,0.195699,0.733333,0.6887
3,7,0.118644,0.333812,0.078616,0.21136,0.092756,0.383736,0.221893,0.385791,0.312337,0.176344,0.788679,0.6932
3,8,0.220339,0.494616,0.183962,0.360459,0.17197,0.259636,0.278107,0.506745,0.421807,0.180645,0.784906,0.6945
3,9,0.305085,0.546303,0.235849,0.420535,0.198375,0.215163,0.346154,0.551259,0.516942,0.247312,0.63522,0.7124
3,10,0.262712,0.5743,0.201258,0.381212,0.167908,0.231681,0.366864,0.501799,0.5404,0.307527,0.528302,0.7335
3,11,0.338983,0.642498,0.251572,0.437466,0.199052,0.205845,0.461538,0.552608,0.591659,0.376344,0.415094,0.7451
3,12,0.29661,0.577172,0.218553,0.400874,0.16046,0.234223,0.470414,0.507194,0.506516,0.436559,0.309434,0.709
3,13,0.228814,0.488873,0.191824,0.369197,0.102234,0.28166,0.360947,0.471673,0.382276,0.458065,0.277987,0.695
3,14,0.161017,0.40201,0.133648,0.295467,0.078538,0.324439,0.295858,0.421313,0.273241,0.427957,0.322013,0.7127
3,15,0.161017,0.4257,0.143082,0.308028,0.079215,0.30792,0.337278,0.441097,0.315378,0.436559,0.306918,0.7042
3,16,0.20339,0.47308,0.158805,0.329874,0.092079,0.288861,0.360947,0.450989,0.372285,0.419355,0.325786,0.7012
3,17,0.186441,0.487437,0.165094,0.336974,0.098849,0.277001,0.363905,0.472572,0.374891,0.4,0.359748,0.7117
3,18,0.262712,0.592965,0.242138,0.425997,0.152336,0.215587,0.431953,0.552158,0.509991,0.387097,0.4,0.7451
3,19,0.347458,0.690596,0.306604,0.493173,0.186188,0.184668,0.482249,0.616457,0.604257,0.380645,0.41761,0.7569
3,20,0.347458,0.692032,0.300314,0.486619,0.187542,0.182973,0.470414,0.613309,0.641182,0.378495,0.438994,0.7786
3,21,0.347458,0.69921,0.286164,0.471873,0.190251,0.186362,0.464497,0.588579,0.723284,0.369892,0.472956,0.8091
3,22,0.254237,0.572146,0.204403,0.385582,0.143534,0.221093,0.41716,0.538219,0.60947,0.354839,0.495597,0.806
3,23,0.211864,0.553482,0.169811,0.342436,0.115098,0.241423,0.378698,0.473022,0.571242,0.356989,0.504403,0.8193
3,0,0.237288,0.636755,0.171384,0.344074,0.127285,0.240152,0.37574,0.476619,0.570808,0.339785,0.558491,0.8498
3,1,0.228814,0.600861,0.185535,0.361551,0.116452,0.236341,0.346154,0.482464,0.568636,0.354839,0.532075,0.8536
3,2,0.20339,0.51687,0.133648,0.296013,0.085308,0.26726,0.301775,0.446043,0.484796,0.309677,0.625157,0.8537
3,3,0.194915,0.500359,0.150943,0.319498,?,0.253706,?,0.480665,0.459166,0.290323,0.681761,0.8674
3,4,?,0.346734,0.080189,0.212998,0.046039,0.342228,0.236686,0.405126,0.360556,0.301075,0.65283,0.8603
3,5,0.09322,0.297918,0.056604,0.168214,0.034529,0.402372,0.201183,0.371403,0.307559,0.288172,0.677987,0.8533
3,6,0.076271,0.307968,0.037736,0.128345,0.028436,0.454468,0.180473,0.351619,0.282798,0.290323,0.666667,0.8473
3,7,0.067797,0.27351,0.036164,0.126707,0.048747,0.449809,0.192308,0.354766,0.274544,0.264516,0.734591,0.853
3,8,0.110169,0.364681,0.064465,0.185145,0.067028,0.382465,0.242604,0.38804,0.320591,0.290323,0.672956,0.853
3,9,0.127119,0.422111,0.099057,0.243037,0.078538,0.310462,0.239645,0.438849,0.378801,0.307527,0.638994,0.8627
3,10,0.177966,0.491744,0.133648,0.294921,0.096141,0.266836,0.284024,0.477968,0.436142,0.352688,0.552201,0.8728
3,11,0.228814,0.572864,0.169811,0.34189,0.117806,0.235493,0.331361,0.514838,0.492615,0.404301,0.464151,0.8789
3,12,0.228814,0.552046,0.166667,0.338067,0.107651,0.247776,0.346154,0.506295,0.452215,0.455914,0.366038,0.8474
3,13,0.161017,0.455133,0.116352,0.271436,0.075152,0.322745,0.301775,0.43795,0.329713,0.496774,0.279245,0.7812
3,14,0.144068,0.40201,0.116352,0.27089,0.068382,0.331216,0.295858,0.422212,0.282798,0.501075,0.264151,0.7616
3,15,0.152542,0.438622,0.127358,0.285636,0.074475,0.321474,0.310651,0.431655,0.294961,0.511828,0.249057,0.7525
3,16,0.245763,0.582197,0.185535,0.361551,0.113744,0.276154,0.37574,0.492356,0.381407,0.51828,0.241509,0.7516
3,17,0.237288,0.567839,0.187107,0.364828,0.120515,0.263024,0.372781,0.502248,0.427889,0.498925,0.271698,0.7696
3,18,0.20339,0.596554,0.190252,0.367013,0.106974,0.257094,0.352071,0.503597,0.452215,0.464516,0.345912,0.8307
3,19,0.381356,0.833453,0.322327,0.507373,0.175355,0.18255,0.45858,0.648381,0.641616,0.436559,0.408805,0.8732
3,20,0.491525,0.898062,0.361635,0.545057,0.218687,0.152054,0.505917,0.697842,0.731538,0.419355,0.464151,0.921
3,21,0.279661,0.65542,0.22956,0.413435,0.145565,0.19568,0.426036,0.569694,0.619896,0.4,0.508176,0.932
3,22,0.169492,0.486001,0.139937,0.304205,0.097495,0.254977,0.352071,0.465827,0.522155,0.391398,0.525786,0.9341
3,23,0.177966,0.503948,0.136792,0.300382,0.101557,0.258789,0.346154,0.479317,0.490009,0.356989,0.587421,0.9314
3,0,0.144068,0.424982,0.11478,0.267067,0.069059,0.280813,0.286982,0.447842,0.447003,0.35914,0.572327,0.9164
3,1,0.144068,0.424982,0.106918,0.25669,0.070413,0.291402,0.269231,0.446043,0.413988,0.341935,0.601258,0.9094
3,2,0.144068,0.414214,0.108491,0.257783,0.071767,0.286319,0.254438,0.456385,0.403128,0.329032,0.655346,0.9361
3,3,0.084746,0.309404,0.06761,0.191699,?,0.341381,?,0.420863,0.347524,0.311828,0.683019,0.923
3,4,?,0.309404,0.061321,0.179137,0.043331,0.350699,0.204142,0.41232,0.344049,0.305376,0.706918,0.9351
3,5,0.076271,0.307251,0.059748,0.174768,0.058226,0.35324,0.213018,0.410522,0.342745,0.296774,0.732075,0.9375
3,6,0.110169,0.366116,0.099057,0.244129,0.092079,0.299873,0.230769,0.464478,0.374457,0.286022,0.771069,0.9475
3,7,0.177966,0.478823,0.150943,0.318405,0.153013,0.243541,0.257396,0.521133,0.440487,0.283871,0.767296,0.9401
3,8,0.457627,0.825556,0.40566,0.583288,0.242383,0.139771,0.331361,0.796763,0.633797,0.307527,0.68805,0.917
3,9,0.677966,0.943288,0.575472,0.719825,0.322275,0.091063,0.434911,0.95054,0.852737,0.35914,0.567296,0.9076
3,10,0.483051,0.806892,0.416667,0.593665,0.265403,0.127065,0.45858,0.769335,0.761077,0.415054,0.457862,0.8993
3,11,0.347458,0.658291,0.314465,0.500819,0.214624,0.164337,0.452663,0.664568,0.685056,0.466667,0.368553,0.8801
3,12,0.254237,0.562096,0.220126,0.402512,0.134733,0.215587,0.390533,0.553957,0.565161,0.513978,0.313208,0.8904
3,13,0.237288,0.552764,0.232704,0.416712,0.114421,0.215163,0.346154,0.57554,0.513901,0.541935,0.289308,0.9096
3,14,0.237288,0.54056,0.240566,0.425451,0.106297,0.218551,0.322485,0.57464,0.45265,0.554839,0.261635,0.8757
3,15,0.20339,0.480976,0.188679,0.36592,0.102234,0.255824,0.301775,0.519784,0.397915,0.565591,0.247799,0.8736
3,16,0.186441,0.481694,0.179245,0.354997,0.095464,0.265989,0.286982,0.505396,0.367941,0.565591,0.254088,0.8848
3,17,0.228814,0.572864,0.231132,0.413981,0.104265,0.226599,0.319527,0.572392,0.447871,0.552688,0.277987,0.9137
3,18,0.508475,0.911701,0.503145,0.66521,0.211239,0.130877,0.473373,0.852518,0.704605,0.524731,0.32956,0.9547
3,19,0.669492,1,0.61478,0.748771,0.272173,0.093181,0.547337,0.956835,0.825804,0.47957,0.418868,1.0086
3,20,0.542373,0.895908,0.485849,0.649918,0.215301,0.102922,0.482249,0.850719,0.769331,0.434409,0.545912,1.0945
3,21,0.347458,0.680546,0.311321,0.497542,0.17197,0.150784,0.423077,0.677608,0.645526,0.4,0.606289,1.0786
3,22,0.262712,0.568557,0.238994,0.423812,0.129316,0.187209,0.363905,0.586781,0.552997,0.378495,0.641509,1.0654
3,23,0.110169,0.355348,0.106918,0.256144,0.058903,0.290555,0.292899,0.447842,0.409644,0.369892,0.656604,1.058
3,0,0.169492,0.471644,0.172956,0.347351,0.084631,0.224481,0.298817,0.530576,0.45656,0.344086,0.710692,1.0494
3,1,0.09322,0.306533,0.083333,0.219006,0.052133,0.328674,0.254438,0.419065,0.355778,0.35914,0.646541,1.0148
3,2,0.059322,0.230438,0.042453,0.14036,0.027759,0.422702,0.174556,0.37545,0.280626,0.35914,0.628931,0.9879
3,3,0.050847,0.202441,0.034591,0.122884,?,0.446421,?,0.365558,0.262815,0.333333,0.665409,0.9636
3,4,?,0.211055,0.039308,0.132714,0.038592,0.421008,0.168639,0.369604,0.268897,0.305376,0.716981,0.945
3,5,0.042373,0.208184,0.029874,0.110322,0.024374,0.461669,0.147929,0.358363,0.24848,0.316129,0.679245,0.9283
3,6,0.067797,0.265614,0.053459,0.162753,0.054164,0.39136,0.183432,0.389838,0.281929,0.28172,0.745912,0.9081
3,7,0.101695,0.376167,0.078616,0.21136,0.065674,0.355781,0.201183,0.411871,0.307993,0.277419,0.720755,0.8705
3,8,0.279661,0.64178,0.253145,0.438012,0.17671,0.18975,0.281065,0.601619,0.515204,0.292473,0.685535,0.8719
3,9,0.305085,0.640345,0.308176,0.493719,0.15369,0.159255,0.275148,0.676259,0.558645,0.333333,0.592453,0.8743
3,10,0.440678,0.781048,0.393082,0.572365,0.266757,0.129606,0.43787,0.746403,0.704605,0.423656,0.423899,0.8672
3,11,0.338983,0.663317,0.312893,0.499181,0.211239,0.172808,0.473373,0.639388,0.655083,0.501075,0.303145,0.8417
3,12,0.271186,0.577889,0.286164,0.473512,0.145565,0.192291,0.449704,0.592176,0.591659,0.565591,0.228931,0.8231
3,13,0.330508,0.66906,0.349057,0.533042,0.169262,0.170267,0.470414,0.650629,0.629887,0.584946,0.212579,0.8264
3,14,0.313559,0.58794,0.319182,0.505735,0.17671,0.191021,0.470414,0.605216,0.551694,0.595699,0.176101,0.7589
3,15,0.228814,0.454415,0.227987,0.411251,0.120515,0.241847,0.372781,0.505396,0.442659,0.621505,0.138365,0.7094
3,16,0.237288,0.545585,0.259434,0.444566,0.123223,0.246929,0.37574,0.543165,0.47437,0.647312,0.118239,0.7014
3,17,0.237288,0.532663,0.246855,0.431458,0.127285,0.243964,0.387574,0.534173,0.49609,0.643011,0.124528,0.7098
3,18,0.279661,0.5743,0.278302,0.465319,0.123223,0.227446,0.405325,0.551709,0.466985,0.554839,0.207547,0.7519
3,19,0.322034,0.648959,0.298742,0.484981,0.121192,0.202457,0.399408,0.595324,0.526064,0.498925,0.322013,0.873
3,20,0.262712,0.593683,0.246855,0.431458,0.111036,0.225328,0.41716,0.550809,0.526064,0.47957,0.345912,0.8704
3,21,0.423729,0.82771,0.389937,0.569634,0.21327,0.160102,0.517751,0.699191,0.787576,0.449462,0.403774,0.9007
3,22,0.211864,0.525485,0.210692,0.392135,0.123223,0.21008,0.402367,0.521133,0.599913,0.425806,0.461635,0.9342
3,23,0.135593,0.397703,0.141509,0.305844,0.086662,0.259636,0.340237,0.453687,0.495656,0.4,0.499371,0.9226
3,0,0.135593,0.400574,0.133648,0.296013,0.088016,0.25413,0.310651,0.447842,0.474805,0.374194,0.549686,0.9271
3,1,0.09322,0.305097,0.083333,0.219006,0.062965,0.315121,0.260355,0.400629,0.387924,0.374194,0.537107,0.9059
3,2,0.067797,0.251974,0.062893,0.180776,0.046039,0.358746,0.227811,0.374101,0.334926,0.344086,0.583648,0.891
3,3,0.050847,0.205312,0.039308,0.132168,?,0.410843,?,0.351169,0.28801,0.322581,0.612579,0.8666
3,4,?,0.169419,0.028302,0.105953,0.035206,0.454892,0.171598,0.338129,0.254996,0.313978,0.612579,0.8447
3,5,0.033898,0.159368,0.023585,0.093392,0.017603,0.481999,0.112426,0.322392,0.193745,0.294624,0.613836,0.8026
3,6,0.033898,0.175162,0.028302,0.105407,0.02979,0.463787,0.150888,0.331835,0.222415,0.296774,0.606289,0.7978
3,7,0.127119,0.377602,0.116352,0.270344,0.106974,0.303261,0.242604,0.451888,0.36099,0.253763,0.704403,0.7956
3,8,0.338983,0.674803,0.334906,0.519388,0.215301,0.160949,0.313609,0.651079,0.570374,0.27957,0.641509,0.7958
3,9,0.550847,0.865039,0.570755,0.717094,0.253893,0.09784,0.369822,0.892086,0.742832,0.344086,0.513208,0.802
3,10,0.355932,0.628141,0.333333,0.51775,0.188219,0.161372,0.390533,0.663219,0.657255,0.421505,0.388679,0.8048
3,11,0.237288,0.567839,0.240566,0.424904,0.148274,0.210504,0.393491,0.553507,0.596872,0.494624,0.304403,0.8265
3,12,0.20339,0.535535,0.194969,0.373566,0.140826,0.246929,0.414201,0.495953,0.55126,0.563441,0.240252,0.8471
3,13,0.228814,0.577889,0.235849,0.419989,0.136764,0.228293,0.446746,0.53777,0.559079,0.591398,0.206289,0.8254
3,14,0.211864,0.532663,0.213836,0.395958,0.107651,0.239305,0.357988,0.522032,0.483493,0.597849,0.210063,0.8503
3,15,0.161017,0.40201,0.16195,0.333697,0.090047,0.292673,0.301775,0.435701,0.35795,0.617204,0.119497,0.65
3,16,0.237288,0.515434,0.237421,0.421081,0.124577,0.261753,0.37574,0.507194,0.434405,0.670968,0.083019,0.6309
3,17,0.20339,0.430725,0.191824,0.369743,0.098172,0.30072,0.331361,0.43795,0.368375,0.653763,0.071698,0.5708
3,18,0.415254,0.653266,0.422956,0.598034,0.201083,0.199492,0.461538,0.642986,0.585578,0.597849,0.085535,0.5237
3,19,0.635593,0.951902,0.602201,0.739487,0.276913,0.124947,0.568047,0.83768,0.905734,0.537634,0.21761,0.7403
3,20,0.559322,0.953338,0.550314,0.701256,0.233582,0.116476,0.532544,0.838579,0.928758,0.48172,0.36478,0.9133
3,21,0.474576,0.824121,0.426101,0.601857,0.226134,0.140195,0.526627,0.729766,0.794526,0.451613,0.420126,0.9294
3,22,0.228814,0.572146,0.234277,0.418897,0.13541,0.18975,0.39645,0.528777,0.654214,0.410753,0.438994,0.8558
3,23,0.211864,0.603733,0.245283,0.430366,0.11916,0.173232,0.369822,0.551709,0.644657,0.384946,0.524528,0.9206
3,0,0.186441,0.519742,0.20283,0.382305,0.102911,0.200762,0.337278,0.502698,0.577758,0.35914,0.562264,0.9024
3,1,0.110169,0.368988,0.125786,0.284544,0.060934,0.264718,0.310651,0.427608,0.442659,0.348387,0.581132,0.8975
3,2,0.076271,0.299354,0.084906,0.220644,0.039946,0.311309,0.254438,0.384892,0.388358,0.35914,0.539623,0.8686
3,3,0.050847,0.231874,0.055031,0.166029,?,0.370182,?,0.359712,0.324935,0.339785,0.562264,0.8501
3,4,?,0.220388,0.044025,0.143091,0.039269,0.397289,0.224852,0.352068,0.305821,0.290323,0.662893,0.8442
3,5,0.042373,0.203877,0.037736,0.131076,0.023697,0.411266,0.162722,0.339928,0.263684,0.298925,0.625157,0.8233
3,6,0.050847,0.208902,0.045597,0.145822,0.044685,0.393477,0.204142,0.351619,0.29192,0.275269,0.665409,0.8113
3,7,0.118644,0.372577,0.119497,0.274167,0.092756,0.289284,0.245562,0.44964,0.370982,0.268817,0.680503,0.8067
3,8,0.389831,0.715004,0.36478,0.546696,0.228165,0.146125,0.360947,0.693795,0.603388,0.288172,0.638994,0.8117
3,9,0.550847,0.923905,0.561321,0.709448,0.283683,0.092757,0.440828,0.86196,0.794961,0.348387,0.520755,0.8186
3,10,0.372881,0.696339,0.333333,0.518842,0.234936,0.154172,0.43787,0.656025,0.694179,0.423656,0.393711,0.821
3,11,0.228814,0.592965,0.22327,0.406335,0.150305,0.215587,0.443787,0.540018,0.585143,0.488172,0.316981,0.8365
3,12,0.177966,0.525485,0.194969,0.374113,0.114421,0.244388,0.405325,0.5,0.500869,0.552688,0.238994,0.8219
3,13,0.177966,0.529792,0.190252,0.367559,0.099526,0.241,0.387574,0.493255,0.454822,0.56129,0.245283,0.8515
3,14,0.186441,0.525485,0.204403,0.384489,0.091401,0.245235,0.366864,0.498651,0.400956,0.582796,0.197484,0.7829
3,15,0.177966,0.484566,0.224843,0.407428,0.099526,0.259212,0.372781,0.489209,0.385752,0.621505,0.108176,0.6275
3,16,0.228814,0.609476,0.262579,0.448935,0.115098,0.211775,0.494083,0.546763,0.48914,0.623656,0.174843,0.818
3,17,0.220339,0.547021,0.226415,0.40852,0.111036,0.233376,0.434911,0.511691,0.427889,0.595699,0.184906,0.7832
3,18,0.305085,0.62168,0.336478,0.521573,0.143534,0.187209,0.455621,0.632194,0.51086,0.535484,0.221384,0.7446
3,19,0.423729,0.732233,0.413522,0.590388,0.188219,0.152901,0.491124,0.704586,0.593831,0.486022,0.275472,0.7523
3,20,0.423729,0.732233,0.407233,0.58438,0.185511,0.153325,0.514793,0.67446,0.585578,0.44086,0.339623,0.7676
3,21,0.262712,0.562096,0.220126,0.403058,0.11916,0.208386,0.393491,0.531025,0.47828,0.384946,0.493082,0.8768
3,22,0.169492,0.492462,0.160377,0.330967,0.085985,0.238458,0.352071,0.481115,0.422676,0.352688,0.611321,0.9456
3,23,0.135593,0.441493,0.128931,0.288367,0.062965,0.265142,0.286982,0.446942,0.365334,0.322581,0.691824,0.9606
3,0,0.161017,0.45944,0.138365,0.302021,0.083954,0.252435,0.307692,0.474371,0.355778,0.298925,0.761006,0.9735
3,1,0.127119,0.349605,0.102201,0.24959,0.068382,0.296061,0.278107,0.427158,0.302346,0.296774,0.778616,0.9915
3,2,0.067797,0.252692,0.055031,0.166576,0.031144,0.384159,0.180473,0.372752,0.162033,0.309677,0.755975,1.0029
3,3,0.050847,0.225413,0.037736,0.13053,?,0.448962,?,0.33723,0.090791,0.309677,0.733333,0.9768
3,4,?,0.20603,0.02673,0.101584,0.012187,0.473528,0.088757,0.327788,0.076455,0.305376,0.735849,0.9665
3,5,0.033898,0.190955,0.018868,0.077553,0.010833,0.549767,0.076923,0.318795,0.064726,0.309677,0.724528,0.962
3,6,0.050847,0.231156,0.034591,0.122338,0.036561,0.44515,0.174556,0.347572,0.094266,0.305376,0.718239,0.9487
3,7,0.118644,0.384063,0.103774,0.252321,0.076506,0.310038,0.286982,0.444245,0.209818,0.307527,0.700629,0.9332
3,8,0.398305,0.784637,0.356918,0.540142,0.215301,0.147819,0.45858,0.716277,0.545178,0.32043,0.659119,0.9209
3,9,0.516949,0.84135,0.490566,0.654833,0.240352,0.107158,0.485207,0.856565,0.649435,0.333333,0.623899,0.912
